genre,director actor1 actor2 title,year,rating,releasedate
Adult,Gordon Vandermeer Peter North Rachel Ryan The Magic Shower,1989,6,NA
Documentary,Jim Brown Ronnie Gilbert Arlo Guthrie Woody Guthrie: Hard Travelin',1984,8.4,NA
Drama,John Patrick Kelley Kate Capshaw Jeremy Davies The Locusts,1997,6.2,3-Oct-97
Adventure,Dale G. Bradley Jeff Bollow Brock Davis Lost Valley,1998,4,26-Feb-06
Drama,Joseph Merhi Tom Sizemore Tom Arnold Game of Life,2007,4.2,2011
Comedy,K. Asher Levin Ryan Pinkston Ryan Newman Alexander IRL,2017,6,11-Jan-17
Comedy,None Lisa Ackerman Leah Allers Growing Up Thirty,2005,7.2,2005
Drama,None Carol Glenn Jack Glenn The House of the Seven Gables,1967,5.4,NA
Comedy,Donald Petrie Kate Hudson Matthew McConaughey How to Lose a Guy in 10 Days,2003,6.4,7-Feb-03
Comedy,Tyler Perry Nia Long Wendi McLendon-Covey The Single Moms Club,2014,5.3,14-Mar-14
Drama,Drake Doremus Felicity Jones Anton Yelchin Like Crazy,2011,6.7,27-Jan-12
Sci-Fi,Piper Kessler Edith Snow Thaddaeus Edwards Frequency,2014,6.4,23-Aug-14
Horror,Christopher Van Tui Asau Cecilia Barajas Lunar Effect,2009,5.2,30-Oct-09
Horror,David J. Hohl Denise Amrikhas Tytus Bergstrom In Search of Lovecraft,2008,2.5,2008
Action,Jhon Doria Christopher Amitrano James Avery The Grind,2010,6,15-May-10
Comedy,None Garth Donovan Savann Donovan Everyone's Got One,2005,8.7,12-Dec-05
Horror,Abel Ferrara Gabrielle Anwar Meg Tilly Body Snatchers,1993,5.9,28-Jan-94
Family,Chip Rossetti Sherry Morris Jeff Rose The Borrowed Christmas,2014,5.4,11-Nov-14
Drama,Richard A. Colla George Kennedy Eli Wallach Zig Zag,1970,6.2,27-Apr-70
Adventure,Rachel Wolther Eleanore Pienta Tallie Medel Snowy Bing Bongs Across the North Star Combat Zone,2017,6.9,19-Jun-17
Comedy,Peter Perry Jr. Harvey Shain William Rotsler The Secret Sex Lives of Romeo and Juliet,1969,4.8,Mar-69
Comedy,Mickey Blaine Nicole Blaine Forest Erickson Commit.,2007,6.8,28-Mar-07
Adult,None Gena Lee John Hollyfield A Little More Than Love,1977,4.6,1977
Romance,Stuart Canterbury Ethan Wayne Kathy Shower The Last Embrace,1997,4.4,NA
Drama,Travis Gutiérrez Senger Lee Tergesen Chaske Spencer Desert Cathedral,2014,7.2,27-Sep-16
Comedy,Albert Zugsmith James E. McLarty Vincene Wallace Two Roses and a Golden Rod,1969,4.2,NA
Animation,Christopher Padilla Spike Milligan Paul Frees Fantastic Animation Festival,1977,7.2,27-May-77
Drama,None Emily Beaulieu Marian Clarke Matches,2011,7.8,18-Sep-11
Action,Joe Francis David Ayers Hunter Barnett Texas Frightmare Massacre,2010,5.9,30-Apr-10
Drama,Alexander Samaan Lisa Marie Jesse Woodrow Chasing the Dragon,2000,7.6,NA
Adult,Jack Stephen Cal Jammer Eric Price Scarlet Fantasy,1991,6.7,NA
Comedy,None Molly C. Quinn Michael Welch Hansel & Gretel Get Baked,2013,4.3,19-Feb-13
Adult,C.C. Williams Suzzanna Ash Lori Palmer Oh Those Nurses!,1982,6.5,1982
Crime,Jokes Yanes Andres Dominguez Belkys Galvez Eenie Meenie Miney Moe,2013,5.7,7-Mar-13
Drama,Chris Hart Marta Bukowski Peter Byrne Timeless,1996,5.3,10-Oct-97
Comedy,Jamie Neese K.C. Marsh Trista Callander Father Time,1996,7.8,NA
Action,Ryan Nelson David Rupprecht Casey O'Keefe Mercy Christmas,2017,6.8,28-Nov-17
Adventure,N. Pfeifer J. Emilio Martinez Craig Skistimas Infinite Lives: The Road to E3,2010,7.8,21-Jun-10
Crime,John Chase James Noel Hoban Sereivuth Eang Interrogation,2006,8.7,10-Jun-06
Horror,William Grefé Fred Pinero Babette Sherrill Death Curse of Tartu,1966,3.9,29-Jan-68
Thriller,Lou Diamond Phillips Kate Vernon Robert Prentiss Dangerous Touch,1994,3.4,7-Apr-94
Drama,Adam Christian Clark Marguerite Moreau Elizabeth Tulloch Caroline and Jackie,2012,6.8,21-Apr-12
Comedy,Yedidya Gorsetman David Bly Shannon Coffey Jammed,2014,8.5,4-May-14
Comedy,Philip Creager Sascha Knopf Aaron McPherson Death by Engagement,2005,4.2,2-Oct-07
Comedy,Ryan Jaffe James Wolk Mickey Sumner This Is Happening,2015,6.9,17-Apr-15
Comedy,Ron Underwood Usher Raymond Chazz Palminteri In the Mix,2005,2.7,23-Nov-05
Thriller,Alexander Johnston Trenton McDevitt Hadley Eure Horror Story,1997,4.4,NA
Action,Timothy Kendall Wei Zhao Xiaoming Huang Hollywood Adventures,2015,5.2,26-Jun-15
Drama,Kristena Gilbreath Sandi Leigh Jon Briddell Lucifurs,1998,5.6,NA
Comedy,Stu Pollard Michael Greene Sean O'Bryan Nice Guys Sleep Alone,1999,5.9,1-Jan-99
Drama,None Hannah Fierman Christen Orr The Unwanted,2014,3.9,31-Mar-14
Drama,Ken Cohen Michael Vines Heather Mingo Decomposed,2009,8.4,2-May-09
Thriller,John Stewart Jan-Michael Vincent Heather Thomas Hidden Obsession,1993,5.5,28-Jul-93
Drama,Preston Miller Trey Albright Amy Chiang Jones,2005,8.2,5-Oct
Documentary,Victoria Mudd Martin Sheen Buffy Sainte-Marie Broken Rainbow,1985,6.8,1985
Drama,Curtis Harrington Sylvia Kristel Christopher Cazenove Mata Hari,1985,3.2,Sep-85
Horror,Paul Curley Jerod Edington Allen Burns Star Party,2005,5.6,NA
Horror,Faouzi Brahimi Bryan Brewer Allie Rivera The Wake,2017,2.6,4-Jul-17
Drama,Joan Darling William Katt Susan Dey First Love,1977,6,14-Apr-78
Drama,None Erika Hoveland John Wayne Bosley The House That Jack Broke,2013,8.2,16-Feb-13
Comedy,Michael Lehmann Diane Keaton Mandy Moore Because I Said So,2007,5.6,2-Feb-07
Horror,Michael Almereyda Rachel O'Rourke Lois Smith The Eternal,1998,4.3,24-Jul-99
Drama,Kevin Reynolds Samuel L. Jackson John Heard One Eight Seven,1997,6.7,30-Jul-97
Crime,Adam Golomb Nathan Rusk Dean Rabaiov Under the City,2004,7.3,2005
Crime,Ernest R. Dickerson Snoop Dogg Pam Grier Bones,2001,4.1,24-Oct-01
Action,None Jamie Lee Curtis Donald Sutherland Virus,1999,4.9,15-Jan-99
Comedy,Andres Torres Theodore Bouloukos Jon Wachter Bag Boy Lover Boy,2014,5.5,3-Oct-14
Comedy,Milos Forman Lynn Carlin Buck Henry Taking Off,1971,7.4,28-Mar-71
Drama,Gabe Torres Balthazar Getty Jason London December,1991,6,6-Dec-91
Drama,Shane Marr Betsy Palmer Cody Newton Bell Witch: The Movie,2007,4.4,1-Sep-07
Comedy,Jenn Page Jeffrey A. Johns Adam Huss Waiting in the Wings: The Musical,2014,5.9,1-Apr-14
Action,David Murphy Alejandro Antonio Aldo Ceceña Border Lost,2008,4.7,2008
Action,None Tom Proctor Allan Graf Off Sides 2016,2016,8.7,22-Sep-16
Drama,Bernard Girard Myron McCormick Edward Binns A Public Affair,1962,6.5,Mar-62
Horror,Padraig Reynolds Christopher Wiehl Kym Jackson The Devil's Dolls,2016,4.2,16-Sep-16
Horror,Al Adamson J. Carrol Naish Lon Chaney Jr. Dracula vs. Frankenstein,1971,3.2,Dec-71
Thriller,None David J. Garfield Susan Garibotto The Suitcase,2009,6.3,25-Jul-09
Comedy,Charles B. Griffith Jonathan Haze Jackie Joseph The Little Shop of Horrors,1960,6.3,5-Aug-60
Drama,William A. Graham Julie Gholson Jan Smithers Where the Lilies Bloom,1974,7.3,10-Dec-75
Drama,Bernard Rose Sophie Marceau Sean Bean Anna Karenina,1997,6.4,4-Apr-97
Action,Andy Fickman Dwayne Johnson Carla Gugino Race to Witch Mountain,2009,5.7,13-Mar-09
Horror,David B. Stewart III Thomas Reilly Elissa Mullen Operation: Nazi Zombies,2003,2.4,29-Oct-12
Comedy,None Jarret LeMaster Jen Lilley Turn Around Jake,2014,5.8,NA
Drama,Michael Dolan Gabriel Luna Xochitl Romero Dance with the One,2010,7.6,20-Mar-10
Drama,Clark Brigham Scott Cooper Gabrielle Anwar Water Under the Bridge,2003,6.7,26-Apr-03
Adult,Michael Carpenter Talia James Peter North Young Buns 2,1990,6.4,NA
Drama,Eric Galler Anthony Alessandro Joe Dallesandro Pacino Is Missing,2002,6.2,NA
Horror,Richard Poche Mindy Byram Stephanie Danielson Long Live the Dead,2013,3.4,21-Jan-13
Drama,None Maggie Baird Finneas O'Connell Life Inside Out,2013,6.4,10-Jan-14
Sci-Fi,None Ian McShane Ursula Thiess Left Hand of Gemini,1972,5.9,NA
Drama,Campbell Scott Tony Shalhoub Stanley Tucci Big Night,1996,7.3,20-Sep-96
Comedy,Peter Yates Peter Falk D.B. Sweeney Roommates,1995,6.4,3-Mar-95
Drama,None Carol Abney Philip Bak Shutter,2006,7,6-Aug
Horror,Bryon Blakey Cindy Means Heather Hall PMS Cop,2014,4.4,21-Feb-14
Action,Brian Eric Johnson Meni Aga Michel Wakim Mobster,2013,7.3,25-Oct-13
Comedy,Robert Tutak Michael Jacoby Leonardo Nam Nobody's Perfect,2002,7.4,19-Jul-02
Drama,Lauren Lee David Morse Vivian Wu The Legend of Pig Eye,1998,7.9,NA
Comedy,Adam White Shona Kay Anson Bagley Inspired Guns,2014,6.2,24-Jan-14
Horror,Charles T. Lang Paul Bagley Lori Blum High Desert,1993,3.6,1993
Drama,Jon Jost Ryan Harper Gray Kathryn Sannella Homecoming,2004,6.9,2004
Drama,Steve Binder Nicole Eggert Rosemary Forsyth Melissa,1995,5.1,NA
Drama,Al Adamson Prentiss Mouldon Irwin Fuller Uncle Tom's Cabin,1976,5.4,NA
Adult,John Christopher Peter Andrews David Christopher High School Bunnies,1978,4.8,3-Mar-78
Drama,Alice Cox-Neff Stephen Radochia Jimi Yuma Metal,2001,6.4,24-May-01
Comedy,Adam Deyoe Whitney Moore Lloyd Kaufman Another Yeti a Love Story: Life on the Streets,2017,3.7,14-Feb-17
Adult,A.H. Lawrence Joey Silvera Steve Vegas Behind You All the Way II,1989,5.8,NA
Drama,Amanda Marsalis Mamie Gummer Anthony Okungbowa Echo Park,2014,6.1,15-Apr-16
Comedy,Alan Holleb Candice Rialson Robin Mattson Candy Stripe Nurses,1974,4.5,1-May-74
Action,Lawrence David Foldes Aldo Ray William Marshall The Great Skycopter Rescue,1980,4.9,1980
Drama,Yogesh Khubchandani Cliff Sanchez Eric Gandt The Acceptance,2010,7.7,30-Nov-10
Action,Babar Ahmed Alexander Wraith Gail Kim Royal Kill,2009,3.3,10-Apr-09
Horror,James Nguyen Alan Bagh Whitney Moore Birdemic: Shock and Terror,2010,1.8,27-Feb-10
Drama,Paul Henreid Tom Bell Mary Peach Ballad in Blue,1965,5.4,3-Mar-66
Drama,William Webb George Alexander Joe Knowland Delta Fever,1987,5.9,Oct-87
Drama,Harry Bromley Davenport Scout Taylor-Compton Pete Chekvala Smile Pretty,2009,5.3,11-Aug-09
Comedy,Anthony Cardoza Dave Fuentes Conrad Brooks Misfit Patrol,1998,6,NA
Comedy,Rich Ficara Greg Shamie John Montelone Lies... In Love,2001,7.4,5-May-01
Drama,Brett Price W. Scott Parker III William Studer The Polar Bear Club,2014,8.7,31-Aug-14
Comedy,Anthony Tarsitano Sean Young Gina Gershon Lost Cat Corona,2017,4.6,24-Feb-17
Action,None Damien Sage Braden West Psychotropica,2009,7.2,13-Jul-09
Crime,Andy Anderson Stephanie Rascoe Myers John S. Davies Positive I.D.,1986,6.2,28-Nov-86
Adventure,Jean-Marc Vallée Reese Witherspoon Laura Dern Wild,2014,7.1,19-Dec-14
Comedy,Paul Mazursky Bette Midler Woody Allen Scenes from a Mall,1991,5.3,22-Feb-91
Adult,Scotty Fox Blake Palmer Stephanie Rage Filet-o-Breast,1988,7.1,NA
Horror,None Dan Lehn Christian Ackerman Wisconsin Project X,2011,3.8,5-Jul-11
Action,Christopher Nolan Leonardo DiCaprio Joseph Gordon-Levitt Inception,2010,8.8,16-Jul-10
Drama,Jeff Nichols Michael Shannon Douglas Ligon Shotgun Stories,2007,7.3,26-Mar-08
Action,Scott Paulin John Allen Nelson Brenda Bakke Shelter,1998,5.3,16-Jan-98
Drama,William Rotsler Marsha Jordan James Brand Suburban Pagans,1968,6.6,Sep-68
Comedy,Arthur Hiller Jim Belushi Charles Grodin Taking Care of Business,1990,6.4,17-Aug-90
Adventure,Ossie Davis Paul Winfield Carl Lee Gordon's War,1973,6.5,16-May-74
Drama,None Joan Jubett Karl Herlinger Pretend,2003,7.4,5-Oct-03
Adventure,Kirk Jones Robert De Niro Kate Beckinsale Everybody's Fine,2009,7.1,4-Dec-09
Fantasy,Doris Wishman Marietta William Mayer Nude on the Moon,1961,3.9,1961
Horror,None Jaymie Valentine Kelton Jones Dry Blood,2017,7,23-Apr-17
Comedy,None Wiley Wiggins David Zellner Frontier,2001,6.3,9-Mar-01
Crime,Christopher Kelley George Ausmus Jeff Baird Villainy for the Lonely,2012,8.4,NA
Comedy,None Sufe Bradshaw Leslie Carrara The Lost Nomads: Get Lost!,2009,5.8,3-Apr-09
Comedy,Carl Monson Adam Blair Flora Weisel Please Don't Eat My Mother!,1973,3.5,Mar-73
Drama,Robert Anderson Patricia Wymer Steven Stewart The Young Graduates,1971,4.5,2-Jun-71
Drama,Charles Eastman Jon Voight Nancie Phillips The All-American Boy,1973,5.6,24-Oct-73
Drama,Richard Wilson Suzanne Pleshette Ty Hardin Wall of Noise,1963,6.3,29-Nov-63
Comedy,Iain Softley Jonny Lee Miller Angelina Jolie Hackers,1995,6.2,15-Sep-95
Adult,Zachary Strong Sharon Black Anthony Mark More Than a Voyeur,1973,6.8,NA
Action,Joseph Pevney Dana Andrews Rhonda Fleming The Crowded Sky,1960,5.9,2-Sep-60
Adult,Joseph W. Sarno Joseph Black Marvin Hempstry Little Oral Annie Takes Manhattan,1985,6.5,NA
Comedy,Scott Marshall Jessica Simpson Luke Wilson Blonde Ambition,2007,3.9,10-Jan-08
Adventure,Mike Mitchell Anna Kendrick Justin Timberlake Trolls,2016,6.5,4-Nov-16
Comedy,None Joshua Burge Joel Potrykus Buzzard,2014,6.4,6-Mar-15
Drama,Lance Kawas Eric Roberts Jake Busey Fractured,2015,2.4,17-Apr-15
Adventure,Eric Callero Josh Duthie Shannon Lark Flying Saucer Rock 'N' Roll,2006,4.2,18-Mar-06
Biography,Cary Cronenwett Stormy Henry Knight Travis Clough Maggots and Men,2009,7.4,21-Jun-09
Horror,None Matthew Black Sumiko Braun A Haunting on Gabriel Street,2012,2.2,22-Jul-13
Action,Joe Eckardt Frankie Muniz Dallas Page Pizza Man,2011,4.2,2011
Comedy,Andrew Davis Andy Garcia Alan Arkin Steal Big Steal Little,1995,4.8,29-Sep-95
Romance,Michael LaPointe Aj Holsten Anthony J. Holsten Dirt on Leaves,2003,7.5,4-Aug-03
Horror,Gregory W. Brock Jackie Pitts Jeremy Rubio The Art of Killing,2014,6.8,14-Feb-14
Crime,Wayne Kramer William H. Macy Maria Bello The Cooler,2003,7,16-Jan-04
Horror,Clark Brandon Tracy Griffith Jim Youngs Skeeter,1993,3,6-Apr-94
Horror,Graham Baker Tim Matheson Meg Tilly Impulse,1984,5.8,28-Sep-84
Action,None Beau Bridges Ron Leibman Seven Hours to Judgment,1988,4.7,16-Sep-88
Action,Martin Guigui Charlie Sheen Gina Gershon 11-Sep,2017,3.9,7-Sep-17
Comedy,James Sherman Seymour Cassel Robyn Cohen Beau Jest,2008,6.9,22-Feb-08
Drama,Shimon Dotan Rob Lowe Gale Hansen The Finest Hour,1992,4.6,29-Apr-92
Drama,Eric L. Rhodes Matthew Archie Cory Caudill Caeli Auxilium,2015,8.4,14-Apr-15
Comedy,Robert Redford Rubén Blades Richard Bradford The Milagro Beanfield War,1988,6.9,18-Mar-88
Comedy,None Marianne Hettinger Michael E. Knight Mango Tango,2009,6.6,3-Jul-09
Drama,Theodore Collatos Brian Harlan Brooks Josephine Decker Tormenting the Hen,2017,8.2,28-Apr-17
Drama,Rob Spera Jane Daniels Johnny Gardella Midnight Temptations 2,1999,3.3,7-Jun-99
Musical,None Charles Schefer Troy Lee Sargent People Music,2007,9.4,11-Aug-07
Comedy,Jared Liebenau Seth Milstein Patrick O'Driscoll The Children of Terra Firma,2012,6.3,15-Sep-12
Adult,Henri Pachard Rick Savage Joey Silvera Renegade,1990,5.5,NA
Drama,Jeffrey Travis Ethan Flower Osa Wallander Dragon Day,2013,4,28-Oct-14
Drama,Alan Parker Emily Watson Robert Carlyle Angela's Ashes,1999,7.3,21-Jan-00
Documentary,None Michael Parenti Christine Rose Liberty Bound,2004,5.4,5-Aug-04
Drama,Joshua Locy Andre Royo Jeannetta Arnette Hunter Gatherer,2016,6.3,16-Nov-16
Sci-Fi,Tom Vollmann Arthur Lundquist Leslie Body Alien Agenda: Under the Skin,1997,2,NA
Crime,Marcel Langenegger Hugh Jackman Ewan McGregor Deception,2008,6.1,25-Apr-08
Action,Joseph P. Mawra Cyril Poitier Bobbie Byers Savages from Hell,1968,5.1,Apr-68
Adult,Richard Eagle Buddy Love Sharon Mitchell Kinky,1987,6.4,NA
Comedy,Matthew Tobey Anthony Brown Bob Felts Where Are the Bredstix?,1999,8,NA
Comedy,Nathan Rumler James Bell Addison Binek Gay for Pray: The Erotic Adventures of Jesus Christ,2017,7.3,16-Sep-17
Documentary,Peter Speek Warren Miller J.P. Auclair Fifty,1999,6.8,10-Oct-99
Drama,Adam Wingard Lane Hughes Brandon Carroll Pop Skull,2007,5.5,6-Jul-07
Drama,Harold Becker Al Pacino John Cusack City Hall,1996,6.2,16-Feb-96
Adventure,Michael Greenspan Adrien Brody Caroline Dhavernas Wrecked,2010,5.3,10-Jun-11
Comedy,Stan Lerner Marilyn Sue Perry Jennifer Alden Meet the Family: Dinner with the Rumps,2005,2.6,22-Jul-05
Action,Tony Scott Denzel Washington Christopher Walken Man on Fire,2004,7.7,23-Apr-04
Comedy,Ted Sikora Perren Hedderson Jocelyn Wrzosek Hero Tomorrow,2007,7.3,16-Mar-07
Drama,None Paul Gross Peter Berg Aspen Extreme,1993,5.9,22-Jan-93
Horror,Joston Theney Mindy Robinson Kristin Wall Adam K,2017,5.2,12-Aug-17
Drama,Joseph Hovsepian Allen Taberdar Toktam Aboozary Closure,2015,7.6,12-Mar-15
Horror,Mohammed Rustam Neville Brand Aldo Ray Evils of the Night,1985,3.2,Oct-85
Action,Zack Snyder Jim Sturgess Hugo Weaving Legend of the Guardians: The Owls of Ga'Hoole,2010,7,24-Sep-10
Action,Jason Carvey Andrew Keegan Lacey Chabert A New Wave,2006,4.7,21-Aug-07
Horror,Matt Cloude Carlo Alvarez Jeremy Ambler Night of the Living Dead: Genesis,2017,9.1,2017
Drama,Jon Martin Victor Izay Vincene Wallace A Sweet Sickness,1968,5.3,15-Nov-68
Action,None Nathyn Masters Marissa Joy Epitaph: Bread and Salt,2013,4.4,30-Jul-13
Comedy,Henry Jaglom Victoria Foyt Viveca Lindfors Last Summer in the Hamptons,1995,6.1,15-Sep-96
Drama,None Alison Elliott Ellen Burstyn The Spitfire Grill,1996,6.9,6-Sep-96
Action,Gavin Wilding John Stockwell Mario Van Peebles Stag,1997,5.6,27-Jun-97
Comedy,None C.J. Byrnes Ken Hudson Campbell A One Time Thing,2004,8,10-Oct-04
Horror,James L. Perry Brahm Gallagher Brinna Locke The Cursed Man,2016,7.7,31-Oct-16
Crime,Ron Atkins Lawrence Bucher Susan Bull Mutilation Mile,2009,4.9,24-Jul-09
Horror,Juan Carlos Saizarbitoria Gabriel De Santiago Bai Ling Blood Shed,2014,2.9,4-Mar-14
Comedy,Lakisha R. Lemons Frank White Shawn Harris Rent a Car,2010,2,19-Dec-10
Comedy,Luke Greenfield Jake Johnson Damon Wayans Jr. Let's Be Cops,2014,6.5,13-Aug-14
Documentary,Ryan Katzenbach Edward Asner Remy Bogna Shattered Hopes: The True Story of the Amityville Murders - Part I: From Horror to Homicide,2011,4.7,16-Dec-11
Drama,Robinson Vil Jennifer Sun Bell Duain Richmond Life.less,2011,7.1,2011
Documentary,Dan Frank Halla Halla Medicinal,2008,5,9-Apr-08
Horror,David E. Durston Bhaskar Roy Chowdhury Jadin Wong I Drink Your Blood,1970,6,Dec-70
Animation,Phil Weinstein Frank Welker Angela Bassett Curious George 3: Back to the Jungle,2015,5.6,23-Jul-15
Western,David Lowell Rich Don Murray Guy Stockwell The Plainsman,1966,5.1,Aug-66
Comedy,Mike White Molly Shannon John C. Reilly Year of the Dog,2007,6.1,11-May-07
Comedy,Ryan O'Corrigan Scott Michael Campbell Hunter G. Williams Tomorrow's End,2011,7.4,NA
Animation,None April Rose Evan Tramel Fishtales,2016,5.4,2016
Documentary,Jonathon Laureano Martin Sheen Phil Cousineau The Hammer of Hank Aaron,2015,7,13-Oct-15
Adult,James Bryan Mal O'Ree Nick Random Bizarre Encounters,1986,5.6,NA
Action,None Kasha Fauscett Glenn Berggoetz The Worst Movie Ever!,2011,4.3,NA
Adventure,None Linas Phillips Davie-Blue Bass Ackwards,2010,5.9,23-Jan-10
Comedy,Sascha Rice Danièle Ferraro Michelle Wolff Mango Kiss,2004,4.6,20-Mar-04
Comedy,Jesse Berger Ben Zisk Clarence Felder Republic of Pete,2010,5.9,9-Apr-10
Comedy,John De Bello Marc Price Angela Visser Killer Tomatoes Eat France!,1992,3.5,18-Nov-92
Comedy,None Will Keenan Shannon Burkett Love God,1997,5.6,13-Sep-97
Drama,Rich Praytor Beverly Taylor Caleb Taylor The Lock In,2014,1.2,9-Jan-14
Crime,Jon Jost Robert Glaudini Kathleen McKay Chameleon,1978,7.6,NA
Action,Gregory Dark Glenn Jacobs Christina Vidal See No Evil,2006,5.1,19-May-06
Action,None Allison Boyle Aaron Brown The Sword,2009,6,8-Jan-09
Adult,Joseph F. Robertson Paul Thomas Mike Horner The Little French Maid,1981,7.6,1981
Comedy,Doug Waugh Michael Q. Schmidt James J. Coker GrossHouse,2015,5,1-Mar-15
Drama,Catherine Dawson Wendy Toliver Angela Wilkins The Bug in the Bathroom,2009,5.6,NA
Thriller,Cynthia L. Leon Michael Joiner Chris Lythgoe The Basement,2014,6.3,5-Oct-14
Drama,Ari Gold Rory Culkin Robert Sheehan The Song of Sway Lake,2017,8.4,21-Jun-17
Comedy,None Mircea Monroe Jace Mclean 3 Days of Normal,2012,5.5,2-Jun-12
Drama,Nicholas J. Hagen Susan Moen David Millstone The Trouble with Anne,2006,7.7,8-Apr-06
Adult,Alex de Renzy Joey Silvera Rocco Siffredi Grand Prix Fever,1992,5.9,NA
Adult,None Peter Thomas Mike Stevens The Experiment,1973,8.8,13-Feb-73
Comedy,Ralph Levy Marlon Brando David Niven Bedtime Story,1964,6.8,21-Aug-64
Drama,Tim Lotesto Calvin Marty Kerry Bishé The Half Life of Mason Lake,2007,6.8,4-Aug-07
Adventure,Byron Howard Mandy Moore Zachary Levi Tangled,2010,7.8,24-Nov-10
Western,Don Siegel Elvis Presley Barbara Eden Flaming Star,1960,6.6,20-Dec-60
Drama,Lance Daly Orlando Bloom Riley Keough The Good Doctor,2011,5.5,31-Aug-12
Comedy,Ralph Rosenblum Irwin Corey Pat Paulsen Foreplay,1975,4.5,Mar-75
Biography,Davis Guggenheim Carly Schroeder Andrew Shue Gracie,2007,6.2,1-Jun-07
Comedy,None August Kensington Dana Blackstone Alone in the Universe,2015,5,2-Oct-15
Horror,Herschell Gordon Lewis William Kerwin Mal Arnold Blood Feast,1963,5.1,6-Jul-63
Drama,Douglas Reese Ashton Burch Jessica Kilbourne The Lonesome,2017,7.7,11-May-17
Comedy,Michael Davis Jonathan Tucker Emmanuelle Chriqui 100 Girls,2000,5.9,1-Sep-00
Action,Clive Barker Craig Sheffer David Cronenberg Nightbreed,1990,6.6,16-Feb-90
Crime,None Julia Porter Howe Morgan Powell Louise and her Lover,2011,7,NA
Comedy,William H. Macy Kate Upton Alexandra Daddario The Layover,2017,4.7,3-Aug-17
Comedy,Mike Million Luke Wilson Gretchen Mol Tenure,2008,6.1,15-Jul-14
Drama,Fred Ashman Michael G. Davis Cecelia Antoinette Proud American,2008,1.1,12-Sep-08
Drama,None Jennifer Cha Doug Phillips Lightning Strikes Twice,2014,7.4,24-Feb-14
Drama,Sandra L. Martin Jessica Rothe Willie Garson Trust Fund,2017,6.6,18-Jul-17
Comedy,Mark Mackner Susanna D'Arcy Annamarie Ruggiero Daisy Derkins  Dogsitter of the Damned,2013,6.4,8-Mar-13
Drama,Laurence Thrush Joy Hillie Suzanne Faha Pursuit of Loneliness,2012,7.2,9-Mar-16
Horror,Meredith Holland Roger Conners Bradley Michael Arner Chill: The Killing Games,2013,3.4,22-Sep-15
Thriller,Joe G. Lenders Corey Feldman Tanya Memme Terror Inside,2008,3.7,31-Oct-08
